	0	0.000
1066	5	0.000
1196	5	0.000
1224	5	0.000
1233	5	0.000
1234	6	0.000
1217	6	0.000
921	6	0.000
755	5	0.000
737	5	0.000
1052	5	0.000
1185	6	0.000
1244	5	0.000
911	5	0.000
1074	5	0.000
1195	6	0.000
1200	6	0.000
911	6	0.000
743	6	0.000
723	6	0.000
710	5	0.000
701	5	0.000
1029	6	0.000
1149	6	0.000
877	4	0.000
742	4	0.000
1358	5	0.000
1650	5	0.000
1382	5	0.000
1282	6	0.000
1215	6	0.000
875	6	0.000
748	5	0.000
711	5	0.000
1016	6	0.000
1157	6	0.000
872	5	0.000
740	5	0.000
1028	5	0.000
1155	5	0.000
1220	5	0.000
1203	5	0.000
1220	6	0.000
1220	6	0.000
870	5	0.000
725	5	0.000
1029	6	0.000
1172	6	0.000
872	5	0.000
741	5	0.000
1030	5	0.000
1120	5	0.000
1182	5	0.000
1200	6	0.000
1190	6	0.000
878	5	0.000
732	6	0.000
1017	6	0.000
832	6	0.000
722	5	0.000
694	5	0.000
1008	5	0.000
1158	5	0.000
1168	5	0.000
1190	5	0.000
1190	6	0.000
1196	6	0.000
846	6	0.000
719	6	0.000
683	5	0.000
677	5	0.000
997	5	0.000
1126	5	0.000
1168	5	0.000
1176	5	0.000
1201	5	0.00
1189	5	0.000
000
1181	5	0.01163	5	0.000
1180	5	0.000
1178	5	0.000
1189	6	0.000
1178	5	0.000
865	5	0.000
1031	5	0.000
1152	5	0.000
1188	5	0.000
1190	5	0.000
1173	5	0.000
1182	5	0.000
1200	5	0.000
1184	5	0.000
1187	6	0.000
1188	5	0.000
873	5	0.000
1053	5	0.000
1167	5	0.000
1174	5	0.000
1192	5	0.000
1210	5	0.000
1204	5	0.000
1186	5	0.000
1215	5	0.000
1206	6	0.000
1206	6	0.000
899	5	0.000
735	5	0.000
1024	5	0.000
1156	5	0.000
1198	5	0.000
1198	5	0.000
1215	5	0.000
1208	5	0.000
1205	5	0.000
1208	5	0.000
1191	5	0.000
1217	5	0.000
1186	5	0.000
1213	5	0.000
1200	6	0.000
1224	6	0.000
888	5	0.000
744	5	0.000
1032	5	0.000
1160	5	0.000
1192	5	0.000
1192	5	0.000
1192	5	0.000
1208	5	0.000
1208	5	0.000
1224	5	0.000
1208	6	0.000
1192	5	0.000
874	5	0.000
1066	5	0.000
1163	5	0.000
1181	5	0.000
1213	5	0.000
1200	5	0.000
1200	6	0.000
1188	6	0.000
863	6	0.000
722	5	0.000
670	5	0.000
987	5	0.000
1134	5	0.000
1151	6	0.000
1177	5	0.000
854	5	0.000
1031	5	0.000
1133	5	0.000
1156	5	0.000
1155	5	0.000
1165	6	0.000
1165	5	0.000
846	6	0.000
1026	6	0.000
791	6	0.000
676	5	0.000
658	5	0.000
955	5	0.000
1101	5	0.000
1127	5	0.000
1127	5	0.000
1116	5	0.000
1106	5	0.000
1132	5	0.000
1166	5	0.000
1129	5	0.000
1111	5	0.000
1140	5	0.000
1130	5	0.000
1129	5	0.000
1129	5	0.000
1129	5	0.000
1139	5	0.000
1122	5	0.000
1123	5	0.000
1150	5	0.000
1114	5	0.000
1136	5	0.000
1107	5	0.000
1099	5	0.000
1121	6	0.000
1150	6	0.000
788	4	0.000
650	4	0.000
1276	4	0.000
1534	5	0.000
1620	6	0.000
1354	6	0.000
837	5	0.000
637	4	0.000
933	4	0.000
1423	4	0.000
1614	5	0.000
1658	6	0.000
1313	5	0.000
838	5	0.000
1008	4	0.000
1062	4	0.000
1430	5	0.000
1559	5	0.000
1308	5	0.000
1180	5	0.000
1144	5	0.000
1128	5	0.000
1144	5	0.000
1125	5	0.000
1125	5	0.000
1137	5	0.000
1137	5	0.000
1104	5	0.000
1119	5	0.000
1119	5	0.000
1119	5	0.000
1119	5	0.000
1101	5	0.000
1117	5	0.000
1102	5	0.000
1118	4	0.000
1120	4	0.000
1455	5	0.000
1569	6	0.000
1329	6	0.000
849	5	0.000
659	4	0.000
947	4	0.000
1380	6	0.000
1579	6	0.000
934	5	0.000
664	5	0.000
938	4	0.000
1054	5	0.000
1442	5	0.000
1226	5	0.000
1125	5	0.000
1111	5	0.000
1081	4	0.000
1102	5	0.000
1422	5	0.000
1245	6	0.000
1142	5	0.796	4	0.0000
00
784	4	0.000
1358	4	0.000
1538	6	0.000
1623	6	0.000
965	5	0.000
662	4	0.000
935	4	0.000
1147	4	0.000
1553	5	0.000
1597	6	0.000
1288	6	0.000
794	5	0.000
628	3	0.000
908	3	0.000
1691	5	0.000
2089	6	0.000
1475	6	0.000
876	5	0.000
634	4	0.000
903	4	0.000
1372	4	0.000
1566	5	0.000
1605	6	0.000
1280	5	0.000
791	5	0.000
967	5	0.000
1033	5	0.000
1087	5	0.000
1061	5	0.000
1044	5	0.000
1063	5	0.000
1082	5	0.000
1048	5	0.000
1048	5	0.000
1061	5	0.000
1079	5	0.000
1047	5	0.000
1041	5	0.000
1059	5	0.000
1036	5	0.000
1041	5	0.000
1036	5	0.000
1030	5	0.000
1032	5	0.000
1024	5	0.000
1053	5	0.000
1031	5	0.000
1045	5	0.000
1044	5	0.000
1019	5	0.000
1013	5	0.000
1030	5	0.000
1032	5	0.000
1030	5	0.000
1009	5	0.000
1029	5	0.000
1007	5	0.000
1005	5	0.000
1005	5	0.000
1003	5	0.000
1003	5	0.000
1003	5	0.000
1000	5	0.000
1001	5	0.000
1000	6	0.000
1000	6	0.000
679	6	0.000
521	4	0.000
473	4	0.000
1127	5	0.000
1415	6	0.000
1158	6	0.000
728	5	0.000
506	5	0.000
792	5	0.000
921	5	0.000
956	5	0.000
971	6	0.000
957	5	0.000
634	4	0.000
801	4	0.000
1255	5	0.000
1419	5	0.000
1145	5	0.000
1012	5	0.000
960	5	0.000
957	5	0.000
961	5	0.000
965	6	0.000
948	5	0.000
651	5	0.000
815	4	0.000
914	4	0.000
1264	5	0.000
1446	5	0.000
1132	6	0.000
1005	4	0.000
613	4	0.000
1155	4	0.000
1421	6	0.000
1464	6	0.000
821	4	0.000
512	4	0.000
1152	4	0.000
1368	6	0.000
1471	6	0.000
833	6	0.000
536	4	0.000
453	4	0.000
1100	4	0.000
1410	5	0.000
1457	5	0.000
1190	5	0.000
1014	5	0.000
977	5	0.000
959	5	0.000
968	5	0.000
960	5	0.000
968	5	0.000
958	5	0.000
970	4	0.000
970	5	0.000
1289	5	0.000
1131	6	0.000
995	5	0.000
643	4	0.000
809	4	0.000
1237	5	0.000
1440	5	0.000
1186	6	0.000
1030	5	0.000
644	5	0.000
818	5	0.000
933	5	0.000
958	5	0.000
963	5	0.000
954	5	0.000
962	5	0.000
966	5	0.000
971	5	0.000
962	5	0.000
944	5	0.000
954	6	0.000
968	5	0.000
627	5	0.000
816	5	0.000
916	5	0.000
942	5	0.000
960	5	0.000
958	5	0.000
958	5	0.000
942	6	0.000
956	6	0.000
619	5	0.000
457	5	0.000
807	5	0.000
889	5	0.000
952	5	0.000
936	5	0.000
952	5	0.000
936	5	0.000
935	5	0.000
952	5	0.000
954	5	0.000
937	5	0.000
952	5	0.000
939	5	0.000
956	5	0.000
955	5	0.000
941	4	0.000
958	4	0.000
1282	5	0.000
1460	5	0.000
1155	5	0.000
1012	5	0.000
962	5	0.000
965	5	0.000
951	5	0.000
973	5	0.000
973	5	0.000
959	5	0.000
981	5	0.000
982	5	0.000
963	5	0.000
973	4	0.000
978	5	0.000
1323	5	0.000
1117	5	0.000
1014	5	0.000
989	5	0.000
996	5	0.000
989	5	0.000
978	5	0.000
1003	5	0.000
972	5	0.000
990	4	0.000
979	4	0.000
1294	4	0.000
1470	4	0.000
1514	5	0.000
1547	5	0.000
1205	5	0.000
1031	4	0.000
1010	4	0.000
1331	5	0.000
1515	5	0.000
1229	5	0.000
1091	5	0.000
1035	4	0.000
1008	5	0.000
1146	5	0.000
1193	5	0.000
1083	5	0.000
1056	5	0.000
1019	4	0.000
1010	4	0.000
1354	5	0.000
1521	5	0.000
1237	5	0.000
1101	5	0.000
1053	5	0.000
1027	5	0.000
1027	5	0.000
1063	5	0.000
1033	5	0.000
1063	5	0.000
1028	5	0.000
1057	5	0.000
1065	5	0.000
1020	5	0.000
1041	5	0.000
1042	5	0.000
1023	5	0.000
1036	5	0.000
1049	5	0.000
1046	6	0.000
1059	5	0.000
696	5	0.000
891	5	0.000
1050	5	0.000
1017	5	0.000
1032	5	0.000
1061	5	0.000
1075	5	0.000
1058	5	0.000
1058	5	0.000
1055	5	0.000
1055	5	0.000
1056	5	0.000
1037	5	0.000
1052	5	0.000
1051	5	0.000
1067	5	0.000
1083	5	0.000
1068	5	0.000
1068	5	0.000
1052	4	0.000
1085	4	0.000
1389	5	0.000
1566	5	0.000
1280	5	0.000
1118	5	0.000
1072	5	0.000
1088	5	0.000
1076	5	0.000
1076	5	0.000
1093	6	0.000
1081	5	0.000
787	5	0.000
922	5	0.000
1055	5	0.000
1074	5	0.000
1055	5	0.000
1060	5	0.000
1082	5	0.000
1095	5	0.000
1085	5	0.000
1056	5	0.000
1105	5	0.000
1084	5	0.000
1084	5	0.000
1088	5	0.000
1089	4	0.000
1083	4	0.000
1373	5	0.000
1607	5	0.000
1301	5	0.000
1169	5	0.000
1120	5	0.000
1081	6	0.000
1109	6	0.000
754	5	0.000
652	5	0.000
901	6	0.000
1039	5	0.000
782	5	0.000
945	5	0.000
1037	5	0.000
1066	5	0.000
1084	5	0.000
1074	5	0.000
1101	5	0.000
1111	5	0.000
1101	5	0.000
1112	5	0.000
1095	5	0.000
1131	5	0.000
1113	5	0.000
1115	5	0.000
1097	5	0.000
1118	5	0.000
1118	5	0.000
1112	6	0.000
1124	6	0.000
790	6	0.000
663	6	0.000
609	6	0.000
596	5	0.000
609	5	0.000
911	5	0.000
1079	5	0.000
1092	5	0.000
1101	5	0.000
1091	5	0.000
1090	5	0.000
1087	5	0.000
1100	5	0.000
1113	5	0.000
1109	6	0.000
1109	5	0.000
784	4	0.000
975	4	0.001409	5	0.0
000
1604	5	0.000
1326	5	0.000
1177	5	0.000
1162	5	0.000
1110	5	0.000
1141	5	0.000
1143	6	0.000
1141	5	0.000
837	4	0.000
1013	5	0.000
1013	5	0.000
1283	5	0.000
1204	5	0.000
1155	5	0.000
1141	5	0.000
1157	5	0.000
1142	6	0.000
1157	5	0.000
839	5	0.000
1002	5	0.000
1127	6	0.000
1132	5	0.000
842	5	0.000
989	5	0.000
1056	5	0.000
1150	5	0.000
1146	5	0.000
1143	5	0.000
1159	5	0.000
1150	5	0.000
1149	5	0.000
1140	5	0.000
1159	6	0.000
1163	6	0.000
813	5	0.000
691	6	0.000
985	5	0.000
762	5	0.000
979	5	0.000
1112	5	0.000
1111	5	0.000
1143	5	0.000
1144	6	0.000
1148	5	0.000
817	6	0.000
993	6	0.000
785	7	0.000
665	6	0.000
322	6	0.000
469	6	0.000
589	6	0.000
581	5	0.000
590	5	0.000
883	6	0.000
1049	6	0.000
754	5	0.000
636	5	0.000
921	5	0.000
1043	5	0.000
1089	5	0.000
1103	5	0.000
1093	5	0.000
1097	5	0.000
1096	6	0.000
1096	6	0.000
770	5	0.000
643	5	0.000
908	6	0.000
1059	6	0.000
781	5	0.000
642	5	0.000
909	5	0.000
1036	5	0.000
1080	5	0.000
1099	5	0.000
1081	6	0.000
1086	6	0.000
753	5	0.000
678	5	0.000
919	6	0.000
999	6	0.000
954	5	0.000
668	5	0.000
913	6	0.000
1042	6	0.000
735	5	0.000
618	5	0.000
876	5	0.000
1034	5	0.000
1052	5	0.000
1070	4	0.000
1067	5	0.000
1433	5	0.000
1224	5	0.000
1113	5	0.000
1097	5	0.000
1080	4	0.000
1096	4	0.000
1224	5	0.000
1592	5	0.000
1289	5	0.000
1161	5	0.000
1131	6	0.000
1113	5	0.000
779	5	0.000
953	5	0.000
1054	6	0.000
1104	5	0.000
939	5	0.000
943	6	0.000
1075	6	0.000
754	5	0.000
625	5	0.000
900	5	0.000
1022	5	0.000
1071	5	0.000
1071	5	0.000
1075	5	0.000
1074	5	0.000
1089	5	0.000
1048	5	0.000
1048	5	0.000
1075	6	0.000
1057	5	0.000
737	5	0.000
942	5	0.000
1039	5	0.000
1045	6	0.000
1069	5	0.000
937	5	0.000
925	5	0.000
1016	5	0.000
1035	5	0.000
1043	5	0.000
1050	5	0.000
1050	5	0.000
1040	5	0.000
1056	5	0.000
1047	6	0.000
1047	6	0.000
724	6	0.000
576	5	0.000
522	5	0.000
650	5	0.000
1001	4	0.000
1011	5	0.000
1362	5	0.000
1188	5	0.000
1058	5	0.000
1040	5	0.000
1033	5	0.000
1025	5	0.000
1018	5	0.000
1077	6	0.000
1023	5	0.000
698	5	0.000
902	5	0.000
968	5	0.000
999	5	0.000
1011	5	0.000
1034	5	0.000
1013	5	0.000
1014	5	0.000
1013	5	0.000
995	5	0.000
1021	5	0.000
1034	5	0.000
998	5	0.000
1044	5	0.000
995	4	0.000
1027	4	0.000
1344	5	0.000
1507	5	0.000
1195	5	0.000
1066	5	0.1031	5	0000
.000
1028	5	0.000
1029	4	0.000
996	4	0.000
1329	5	0.000
1521	5	0.000
1215	5	0.000
1072	5	0.000
1023	5	0.000
1006	5	0.000
1022	5	0.000
1022	5	0.000
1007	5	0.000
1007	5	0.000
1008	5	0.000
992	5	0.000
1008	6	0.000
1009	6	0.000
658	5	0.000
546	5	0.000
804	5	0.000
950	5	0.000
967	6	0.000
1001	6	0.000
630	4	0.000
520	4	0.000
1120	4	0.000
1401	5	0.000
1516	6	0.000
1195	5	0.000
686	5	0.000
868	5	0.000
912	5	0.000
944	5	0.000
948	4	0.000
948	4	0.000
1299	5	0.000
1426	5	0.000
1358	5	0.000
1062	6	0.000
952	5	0.000
633	4	0.000
820	5	0.000
1237	5	0.000
1068	6	0.000
1039	6	0.000
676	4	0.000
508	4	0.000
1084	5	0.000
1359	6	0.000
1126	6	0.000
691	5	0.000
487	4	0.000
737	5	0.000
1188	5	0.000
1058	5	0.000
957	5	0.000
956	5	0.000
930	5	0.000
948	5	0.000
939	5	0.000
912	4	0.000
939	4	0.000
1228	4	0.000
1413	5	0.000
1486	5	0.000
1324	5	0.000
971	5	0.000
953	4	0.000
928	4	0.000
1284	5	0.000
1411	5	0.000
1145	5	0.000
981	5	0.000
961	5	0.000
961	4	0.000
932	5	0.000
1282	5	0.000
1083	5	0.000
998	5	0.000
938	5	0.000
938	5	0.000
953	5	0.000
948	5	0.000
948	5	0.000
948	4	0.000
921	4	0.000
1262	5	0.000
1426	5	0.000
1109	6	0.000
996	5	0.000
642	4	0.000
784	4	0.000
1219	4	0.000
1344	5	0.000
1454	6	0.000
1148	5	0.000
651	5	0.000
810	4	0.000
888	4	0.000
1255	5	0.000
1399	6	0.000
1127	6	0.000
664	4	0.000
473	4	0.000
1047	4	0.000
1350	6	0.000
1415	6	0.000
792	6	0.000
504	5	0.000
441	4	0.000
729	4	0.000
1209	5	0.000
1305	6	0.000
1279	6	0.000
846	6	0.000
493	5	0.000
411	3	0.000
699	5	0.000
1510	6	0.000
1162	6	0.000
643	6	0.000
643	6	0.000
368	3	0.000
368	3	0.000
775	5	0.000
1781	8	0.000
1226	8	0.000
-20	5	0.000
-521	0	0.000
338	0	0.000
